22:41:16.300 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
22:41:16.301 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
22:41:16.301 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
22:41:16.301 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
22:41:16.301 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
22:41:16.325 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
22:41:16.326 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
22:41:16.326 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
22:41:16.326 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
22:41:16.329 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
22:41:16.330 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
22:41:16.330 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
22:41:16.330 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
22:41:16.330 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
22:41:16.332 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
22:41:16.332 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
22:41:16.333 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
22:41:16.333 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
22:41:16.714 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
22:41:16.761 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
22:41:16.777 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
22:41:16.783 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
22:41:16.789 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
22:41:16.793 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.794 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.795 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.796 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.798 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.800 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.801 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.802 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.804 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.805 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.807 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.808 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.810 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.811 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.813 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.814 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.816 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.818 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.821 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.822 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
22:41:16.824 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
