13:41:10.152 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
13:41:10.152 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
13:41:10.152 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
13:41:10.152 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
13:41:10.153 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
13:41:10.167 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
13:41:10.167 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
13:41:10.168 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
13:41:10.168 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
13:41:10.172 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
13:41:10.173 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
13:41:10.173 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
13:41:10.173 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
13:41:10.173 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
13:41:10.174 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
13:41:10.174 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
13:41:10.174 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
13:41:10.174 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
13:41:10.767 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
13:41:10.818 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
13:41:10.840 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
13:41:10.857 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
13:41:10.864 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
13:41:10.866 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.868 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.869 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.870 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.872 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.873 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.875 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.877 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.878 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.880 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.882 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.882 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.884 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.885 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.886 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.887 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.888 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.889 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.893 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.894 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.895 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.896 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.897 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.898 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
13:41:10.899 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
