17:16:48.629 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
17:16:48.630 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
17:16:48.630 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
17:16:48.630 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
17:16:48.630 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
17:16:48.645 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
17:16:48.646 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
17:16:48.646 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
17:16:48.646 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
17:16:48.649 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
17:16:48.650 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
17:16:48.650 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
17:16:48.650 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
17:16:48.650 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
17:16:48.651 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
17:16:48.651 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
17:16:48.651 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
17:16:48.651 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
17:16:49.245 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
17:16:49.300 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
17:16:49.319 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
17:16:49.325 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
17:16:49.333 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
17:16:49.336 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.338 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.339 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.341 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.342 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.344 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.346 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.347 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.349 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.350 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.351 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.353 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.354 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.355 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.356 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.357 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.358 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.359 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.363 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.364 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.365 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.366 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.367 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.369 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.370 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.400 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.402 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.404 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.405 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.406 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.407 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.408 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.411 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.413 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.414 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.415 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.416 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.418 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.419 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.434 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.436 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.437 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.438 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.439 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.441 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.443 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.482 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.483 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.484 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.485 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.487 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.488 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.489 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.502 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.503 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.505 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.506 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.507 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.508 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.509 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.518 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.519 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.521 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.522 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.523 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.524 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.525 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.527 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.528 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.530 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.531 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.532 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.534 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.535 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.537 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.538 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.540 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.541 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.545 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.546 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.684 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (93, AssetManager, main)
17:16:49.789 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:49.792 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.348 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.446 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.448 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.450 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.452 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.454 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.460 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.472 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.474 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.476 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.478 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.480 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.485 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.500 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.502 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.504 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.507 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.509 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.514 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.532 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.534 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.536 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
17:16:52.539 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
