16:05:40.728 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
16:05:40.728 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:05:40.728 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
16:05:40.729 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:05:40.729 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
16:05:40.747 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
16:05:40.747 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
16:05:40.747 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
16:05:40.747 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
16:05:40.751 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
16:05:40.752 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:05:40.752 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
16:05:40.752 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:05:40.752 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
16:05:40.753 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:05:40.753 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
16:05:40.753 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:05:40.753 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
16:05:41.349 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
16:05:41.408 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
16:05:41.429 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
16:05:41.437 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerWatchdogDaemon, main)
16:05:41.443 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerDaemon, main)
16:05:41.446 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.447 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.449 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.449 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.450 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.451 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.453 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.454 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.455 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.456 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.457 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.458 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.460 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.461 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.462 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.463 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.465 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.466 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.469 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.470 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.472 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.473 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.474 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.475 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.476 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.505 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.506 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.507 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.509 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.511 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.512 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.514 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.516 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.518 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.519 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.520 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.521 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.522 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.524 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.539 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.541 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.542 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.543 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.545 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.546 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.547 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.568 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.570 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.571 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.573 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.574 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.576 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.577 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.599 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.600 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.601 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.603 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.605 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.606 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.608 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.619 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.620 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.622 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.623 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.624 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.626 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.627 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.636 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.637 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.638 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.640 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.642 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.643 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.644 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.646 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.647 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.648 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.650 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.652 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.654 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.655 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.657 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.659 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.660 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.661 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.666 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.667 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.797 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (93, AssetManager, main)
16:05:41.903 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:41.906 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.470 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.573 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.575 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.578 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.580 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.582 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.589 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.601 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.603 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.605 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.607 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.610 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.615 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.629 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.632 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.634 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.636 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.638 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.643 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.661 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.664 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.666 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.668 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.671 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.675 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.691 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.693 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.695 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.697 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.700 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.705 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:05:44.720 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
