23:07:46.662 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
23:07:46.662 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
23:07:46.662 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
23:07:46.662 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
23:07:46.662 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
23:07:46.677 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
23:07:46.714 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
23:07:46.714 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
23:07:46.715 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
23:07:46.732 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
23:07:46.732 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
23:07:46.732 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
23:07:46.732 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
23:07:46.732 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
23:07:46.734 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
23:07:46.734 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
23:07:46.734 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
23:07:46.734 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
23:07:47.280 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
23:07:47.331 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
23:07:47.354 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
23:07:47.360 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
23:07:47.365 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
23:07:47.367 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.368 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.369 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.370 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.371 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.373 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.374 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.376 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.377 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.378 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.379 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.380 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.382 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.383 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.385 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.386 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.387 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.389 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.392 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.393 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.394 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.396 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.398 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.399 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.400 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.430 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.431 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.432 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.433 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.435 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.436 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.437 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.440 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.441 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.442 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.443 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.445 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.446 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.447 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.462 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.463 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.464 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.466 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.467 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.469 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.470 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.491 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.492 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.494 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.495 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.496 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.497 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.499 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.525 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.526 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.527 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.529 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.530 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.532 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.533 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.543 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.545 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.546 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.548 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.550 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.551 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.553 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.562 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.564 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.565 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.566 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.567 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.569 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.571 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.572 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.574 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.576 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.577 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.578 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.579 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.581 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.582 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.584 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.586 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.588 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.590 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.591 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.723 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (93, AssetManager, main)
23:07:47.827 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:47.829 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.396 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.500 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.502 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.504 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.505 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.508 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.514 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.526 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.529 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.531 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.533 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.535 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.540 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.555 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.558 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.560 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.562 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.565 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.570 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.589 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.591 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.593 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.595 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.597 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.602 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.618 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.620 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.622 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.625 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.627 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.632 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.647 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.650 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.652 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.655 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.657 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.662 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.681 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.684 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.686 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.688 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.690 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.695 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.715 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.717 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.719 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.721 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.723 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.728 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.747 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.749 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.752 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.754 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.756 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.760 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.779 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.781 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.783 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.785 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.787 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.792 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.807 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.809 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.811 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.814 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.815 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.820 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.841 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.843 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.845 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.847 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.849 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
23:07:50.854 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
