16:59:35.414 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
16:59:35.415 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:59:35.415 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
16:59:35.415 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:59:35.415 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
16:59:35.437 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
16:59:35.438 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
16:59:35.438 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
16:59:35.439 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
16:59:35.442 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
16:59:35.443 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:59:35.443 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
16:59:35.443 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:59:35.443 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
16:59:35.444 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:59:35.444 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
16:59:35.444 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
16:59:35.444 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
16:59:35.828 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
16:59:35.867 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
16:59:35.879 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
16:59:35.886 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
16:59:35.892 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
16:59:35.895 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.896 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.897 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.899 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.900 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.902 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.903 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.905 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.907 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.909 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.910 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.912 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.913 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.915 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.917 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.918 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.920 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.922 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.925 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.927 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.928 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.930 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.932 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.933 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.934 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.962 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.963 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.964 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.966 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.968 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.969 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.971 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.974 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.975 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.977 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.978 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.979 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.980 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.981 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.996 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:35.998 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.000 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.001 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.003 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.005 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.006 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.044 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.046 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.047 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.049 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.050 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.051 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.053 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.064 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.066 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.067 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.069 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.070 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.071 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.073 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.082 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.083 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.084 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.085 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.087 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.088 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.089 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.090 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.092 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.093 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.094 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.095 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.097 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.098 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.099 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.101 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.102 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.103 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.108 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.109 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.239 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (93, AssetManager, main)
16:59:36.343 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:36.345 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:38.906 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.001 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.003 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.005 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.006 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.008 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.014 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.026 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.029 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.031 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.033 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.035 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.040 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.055 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.057 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.060 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.062 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.064 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.070 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.088 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.090 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.092 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.094 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.096 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.101 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.117 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.119 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.121 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.123 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
16:59:39.125 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
