20:40:23.557 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
20:40:23.559 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:40:23.559 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
20:40:23.559 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:40:23.559 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
20:40:23.584 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
20:40:23.584 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
20:40:23.584 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
20:40:23.584 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
20:40:23.587 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
20:40:23.589 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:40:23.589 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
20:40:23.589 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:40:23.589 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
20:40:23.591 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:40:23.591 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
20:40:23.592 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:40:23.592 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
20:40:24.373 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
20:40:24.425 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
20:40:24.444 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
20:40:24.451 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
20:40:24.457 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
20:40:24.460 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.462 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.464 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.466 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.467 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.468 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.469 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.471 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.473 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.474 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.476 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.477 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.479 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.480 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.481 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.483 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.484 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.485 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.489 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.490 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.492 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.493 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.494 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.495 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.497 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.525 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.526 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.528 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.529 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.531 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.532 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.533 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.535 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.537 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.538 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.539 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.540 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.541 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.542 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.555 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.556 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.558 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.559 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.561 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.562 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.563 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.585 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.586 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.588 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.589 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.591 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.593 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.594 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.620 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.622 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.623 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.626 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.628 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.629 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.630 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.655 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.656 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.658 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.659 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.661 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.663 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:40:24.665 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
