10:21:16.425 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
10:21:16.426 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
10:21:16.426 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
10:21:16.426 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
10:21:16.426 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
10:21:16.443 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
10:21:16.443 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
10:21:16.444 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
10:21:16.444 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
10:21:16.447 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
10:21:16.447 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
10:21:16.447 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
10:21:16.448 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
10:21:16.448 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
10:21:16.448 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
10:21:16.448 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
10:21:16.449 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
10:21:16.449 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
10:21:17.045 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
10:21:17.101 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
10:21:17.117 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
10:21:17.124 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
10:21:17.130 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
10:21:17.134 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.135 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.137 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.138 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.140 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.141 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.143 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.145 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.146 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.148 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.150 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.151 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.153 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.155 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.156 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.158 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.159 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.161 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.166 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.167 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.169 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.170 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.172 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.174 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.176 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.208 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
10:21:17.209 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
