21:42:21.734 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
21:42:21.735 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
21:42:21.735 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
21:42:21.735 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
21:42:21.735 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
21:42:21.760 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
21:42:21.760 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
21:42:21.760 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
21:42:21.760 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
21:42:21.765 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
21:42:21.765 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
21:42:21.765 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
21:42:21.765 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
21:42:21.765 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
21:42:21.838 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
21:42:21.838 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
21:42:21.838 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
21:42:21.838 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
21:42:22.349 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
21:42:22.399 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
21:42:22.423 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
21:42:22.429 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
21:42:22.434 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
21:42:22.436 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.437 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.438 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.439 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.440 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.442 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.443 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.444 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.445 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.446 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.448 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.449 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.451 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.452 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.454 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.455 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.456 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.457 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.460 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.461 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
21:42:22.462 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
