12:36:29.062 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
12:36:29.063 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
12:36:29.063 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
12:36:29.063 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
12:36:29.063 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
12:36:29.076 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
12:36:29.077 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
12:36:29.077 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
12:36:29.077 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
12:36:29.080 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
12:36:29.081 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
12:36:29.081 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
12:36:29.081 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
12:36:29.081 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
12:36:29.082 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
12:36:29.082 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
12:36:29.082 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
12:36:29.082 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
12:36:29.681 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
12:36:29.730 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
12:36:29.754 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
12:36:29.761 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
12:36:29.766 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
12:36:29.769 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.771 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.772 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.773 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.774 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.776 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.777 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.778 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.779 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.780 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.782 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.783 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.785 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.786 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.787 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.789 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.790 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.791 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.795 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.796 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.798 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.799 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.800 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.802 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.803 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.837 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.839 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.841 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.842 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.844 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.846 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.847 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.850 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.851 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.853 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.854 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.855 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.857 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.858 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.874 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.875 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.877 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.878 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.879 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.881 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.882 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.905 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.906 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.908 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.909 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.910 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.911 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.913 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.939 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.940 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.941 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.943 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.944 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.946 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.947 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.960 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.961 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.963 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.964 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.966 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.967 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.969 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.977 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.979 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.980 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.982 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.983 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.985 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.986 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.988 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.989 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.991 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.992 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.994 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.995 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.997 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:29.998 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:30.000 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:30.002 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:30.003 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:30.010 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:30.011 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:30.138 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (93, AssetManager, main)
12:36:30.242 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:30.245 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.809 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.909 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.910 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.912 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.913 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.915 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.921 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.933 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.935 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.937 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.939 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.941 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.946 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.961 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.963 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.965 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.967 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.970 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.975 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.993 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.995 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:32.998 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.000 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.002 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.007 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.022 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.025 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.026 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.029 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.031 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.035 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.051 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.053 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.055 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.058 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.060 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.065 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.083 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.086 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.088 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.090 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.092 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.096 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.116 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.118 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.120 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.122 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
12:36:33.124 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
