20:46:37.999 INFO: JdwpDebugServer: handling req: VirtualMachine(1).IDSizes(7)
20:46:38.000 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:46:38.000 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=100, eventKind=CLASS_PREPARE, suspendPolicy=NONE, predicates=[]}
20:46:38.000 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:46:38.000 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=101, eventKind=CLASS_UNLOAD, suspendPolicy=NONE, predicates=[]}
20:46:38.016 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Version(1)
20:46:38.016 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilitiesNew(17)
20:46:38.017 INFO: JdwpDebugServer: handling req: VirtualMachine(1).capabilities(12)
20:46:38.017 INFO: JdwpDebugServer: handling req: VirtualMachine(1).AllClassesWithGeneric(20)
20:46:38.021 INFO: JdwpDebugServer: handling req: VirtualMachine(1).TopLevelThreadGroups(5)
20:46:38.022 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:46:38.022 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=102, eventKind=THREAD_START, suspendPolicy=NONE, predicates=[]}
20:46:38.022 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:46:38.022 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=103, eventKind=THREAD_DEATH, suspendPolicy=NONE, predicates=[]}
20:46:38.024 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:46:38.024 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=104, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
20:46:38.024 INFO: JdwpDebugServer: handling req: EventRequest(15).Set(1)
20:46:38.024 INFO: JdwpEventCenterDelegate: jdwpSetEventRequest: JdwpEventRequest{requestId=105, eventKind=CLASS_PREPARE, suspendPolicy=EVENT_THREAD, predicates=[className=sun.instrument.InstrumentationImpl]}
20:46:38.414 INFO: JdwpDebugServer: handling req: VirtualMachine(1).Resume(9)
20:46:38.453 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (33, main, main)
20:46:38.469 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (48, ReferenceQueueDaemon, main)
20:46:38.476 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (63, FinalizerDaemon, main)
20:46:38.484 INFO: JdwpEventCenterDelegate: THREAD_STARTED: thread (78, FinalizerWatchdogDaemon, main)
20:46:38.487 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.489 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.490 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.492 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.494 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.496 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.497 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.499 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.500 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.501 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.502 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.504 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.505 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.506 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.507 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.509 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.510 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.511 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.515 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.516 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.517 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.518 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.520 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.521 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.523 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.552 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.554 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.556 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.558 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.559 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.561 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.562 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.565 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.567 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.568 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.569 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.570 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.572 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.573 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.589 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.590 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.591 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.593 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.594 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.595 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.596 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.618 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.620 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.621 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.623 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.624 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.626 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.627 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.654 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.655 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.657 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.659 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.660 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.662 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.664 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.675 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.677 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.678 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.680 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.681 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.683 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.684 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.693 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.694 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.695 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.696 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.698 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.699 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.700 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.702 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.703 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.705 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.706 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.708 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.709 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.711 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
20:46:38.713 INFO: JdwpEventCenterDelegate: THREAD_RESUMED: thread (33, main, main)
